Period,Precision,Recall,F1-Score,False_Positive_Rate
period_old,0.7142857142857143,0.8823529411764706,0.7894736842105263,0.46153846153846156
period_medium,0.7142857142857143,0.8823529411764706,0.7894736842105263,0.46153846153846156
period_new,0.7142857142857143,0.8823529411764706,0.7894736842105263,0.46153846153846156
